Season,Meeting,Event name,Pos,Car #,Class,Special Class,Drivers,Team,Car,Best lap set,Time,Time timedelta,Laps,Gap,Gap Timedelta,Dropped off the Race
2022,TotalEnergies 24 Hours of Spa,Main Race after 7 hours,63,777,Silver Cup,False,"Al Faisal Al Zubair, Axcil Jefferies, Daniel Morad, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,True,2:19.448,0 days 00:02:19.448000,58,4:29:57.607,0 days 04:29:57.607000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 7 hours,64,97,Silver Cup,False,"David Pittard, Charlie Fagg, Theo Nouet, Roman de Angelis",Beechdean AMR,Aston Martin Vantage AMR GT3,True,2:20.980,0 days 00:02:20.980000,57,4:33:12.441,0 days 04:33:12.441000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 7 hours,65,91,Gold Cup,False,"Alex Malykhin, Julien Apotheloz, Florian Latorre, Ayhancan Güven",Allied Racing,Porsche 911 GT3-R (991.II),True,2:21.279,0 days 00:02:21.279000,57,4:30:17.482,0 days 04:30:17.482000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 7 hours,66,26,Silver Cup,False,"Aurelien Panis, Cesar Gazeau, Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,True,2:19.667,0 days 00:02:19.667000,38,5:29:21.089,0 days 05:29:21.089000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,1,98,Pro Cup,False,"Nicky Catsburg, Augusto Farfus, Nick Yelloly",Rowe Racing,BMW M4 GT3,True,2:19.125,0 days 00:02:19.125000,187,0.000,0 days 00:00:00,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,2,88,Pro Cup,False,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,True,2:18.629,0 days 00:02:18.629000,187,6.244,0 days 00:00:06.244000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,3,221,Pro Cup,False,"Richard Lietz, Michael Christensen, Kevin Estre",GPX Martini Racing,Porsche 911 GT3-R (991.II),True,2:18.789,0 days 00:02:18.789000,187,8.364,0 days 00:00:08.364000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,4,71,Pro Cup,False,"Antonio Fuoco, Daniel Serra, Davide Rigon",Iron Lynx,Ferrari 488 GT3,True,2:19.039,0 days 00:02:19.039000,187,10.167,0 days 00:00:10.167000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,5,47,Pro Cup,False,"Dennis Olsen, Nick Tandy, Laurens Vanthoor",KCMG,Porsche 911 GT3-R (991.II),True,2:19.683,0 days 00:02:19.683000,187,33.999,0 days 00:00:33.999000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,6,55,Pro Cup,False,"Maro Engel, Maxi Buhk, Mikael Grenier",AMG Team GruppeM Racing,Mercedes-AMG GT3,True,2:18.928,0 days 00:02:18.928000,187,36.166,0 days 00:00:36.166000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,7,51,Pro Cup,False,"Miguel Molina, James Calado, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,True,2:19.510,0 days 00:02:19.510000,187,39.239,0 days 00:00:39.239000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,8,2,Pro Cup,False,"Luca Stolz, Steijn Schothorst, Maxi Götz",AMG Team GetSpeed,Mercedes-AMG GT3,True,2:18.749,0 days 00:02:18.749000,187,44.108,0 days 00:00:44.108000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,9,50,Pro Cup,False,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,True,2:19.625,0 days 00:02:19.625000,187,51.366,0 days 00:00:51.366000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,10,25,Pro Cup,False,"Christopher Mies, Lucas Legeret, Patric Niederhauser",Audi Sport Team Sainteloc Racing,Audi R8 LMS evo II GT3,True,2:19.067,0 days 00:02:19.067000,187,55.377,0 days 00:00:55.377000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,11,95,Pro Cup,False,"Maxime Martin, Marco Sorensen, Nicki Thiim",Beechdean AMR,Aston Martin Vantage AMR GT3,True,2:19.878,0 days 00:02:19.878000,187,1:06.806,0 days 00:01:06.806000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,12,74,Pro Cup,False,"Felipe Nasr, Matt Campbell, Mathieu Jaminet",EMA Motorsport,Porsche 911 GT3-R (991.II),True,2:19.286,0 days 00:02:19.286000,187,1:11.038,0 days 00:01:11.038000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,13,38,Pro Cup,False,"Marvin Kirchhöfer, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,True,2:19.058,0 days 00:02:19.058000,187,1:13.771,0 days 00:01:13.771000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,14,14,Silver Cup,False,"Tuomas Tujula, Stuart White, Konsta Lappalainen",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:20.104,0 days 00:02:20.104000,187,1:14.532,0 days 00:01:14.532000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,15,4,Silver Cup,False,"Jannes Fittje, Jordan Love, Alain Valente, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3,True,2:20.235,0 days 00:02:20.235000,187,1:17.927,0 days 00:01:17.927000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,16,30,Silver Cup,False,"Jean-Baptiste Simmenauer, Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,True,2:19.860,0 days 00:02:19.860000,187,1:32.213,0 days 00:01:32.213000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,17,46,Pro Cup,False,"Valentino Rossi, Frederic Vervisch, Nico Müller",Audi Sport Team WRT,Audi R8 LMS evo II GT3,True,2:19.501,0 days 00:02:19.501000,187,2:20.350,0 days 00:02:20.350000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,18,19,Pro Cup,False,"Leo Roussel, Arthur Rougier, Giacomo Altoe",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:18.750,0 days 00:02:18.750000,186,11.437,0 days 00:00:11.437000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,19,90,Silver Cup,False,"Sean Walkinshaw, Oscar Tunjo, Patrick Kujala, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,True,2:19.381,0 days 00:02:19.381000,186,17.454,0 days 00:00:17.454000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,20,5,Gold Cup,False,"Gabriele Piana, Florian Scholze, Hubert Haupt, Arjun Maini",Haupt Racing Team,Mercedes-AMG GT3,True,2:19.479,0 days 00:02:19.479000,186,29.603,0 days 00:00:29.603000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,21,100,Pro Cup,False,"Julien Andlauer, Marvin Dienst, Sven Müller",Toksport WRT,Porsche 911 GT3-R (991.II),True,2:19.096,0 days 00:02:19.096000,186,55.968,0 days 00:00:55.968000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,22,99,Silver Cup,False,"Marius Zug, Juuso Puhakka, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,True,2:19.930,0 days 00:02:19.930000,186,1:02.579,0 days 00:01:02.579000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,23,83,Gold Cup,False,"Doriane Pin, Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,True,2:20.877,0 days 00:02:20.877000,186,1:09.342,0 days 00:01:09.342000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,24,24,Pro-Am Cup,False,"Stefan Aust, Niki Leutwiler, Nico Menzel, Alessio Picariello",Herberth Motorsport,Porsche 911 GT3-R (991.II),True,2:18.193,0 days 00:02:18.193000,186,1:23.165,0 days 00:01:23.165000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,25,188,Pro-Am Cup,False,"Alexander West, Miguel Ramos, Dean Macdonald, Henrique Chaves",Garage 59,McLaren 720S GT3,True,2:19.564,0 days 00:02:19.564000,186,1:44.202,0 days 00:01:44.202000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,26,93,Gold Cup,False,"Jonathan Hui, Loris Spinelli, Chris Froggatt, Eddie Cheever",SKY - Tempesta Racing,Mercedes-AMG GT3,True,2:18.979,0 days 00:02:18.979000,186,1:44.713,0 days 00:01:44.713000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,27,32,Pro Cup,False,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Audi Sport Team WRT,Audi R8 LMS evo II GT3,True,2:19.024,0 days 00:02:19.024000,186,1:54.743,0 days 00:01:54.743000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,28,6,Pro Cup,False,"Jordan Pepper, Andrea Caldarelli, Marco Mapelli",Orange1 KPAX Racing,Lamborghini Huracan GT3 Evo,True,2:19.021,0 days 00:02:19.021000,185,1.825,0 days 00:00:01.825000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,29,66,Pro Cup,False,"Ricardo Feller, Markus Winkelhock, Dennis Marschall",Audi Sport Team Attempto,Audi R8 LMS evo II GT3,True,2:19.272,0 days 00:02:19.272000,185,19.353,0 days 00:00:19.353000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,30,563,Silver Cup,False,"Karol Basz, Michele Beretta, Benjamin Hites, Yuki Nemoto",VSR,Lamborghini Huracan GT3 Evo,True,2:19.998,0 days 00:02:19.998000,185,54.583,0 days 00:00:54.583000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,31,52,Pro-Am Cup,False,"Stefano Costantini, Louis Machiels, Andrea Bertolini, Alessio Rovera",AF Corse,Ferrari 488 GT3,True,2:19.395,0 days 00:02:19.395000,185,54.960,0 days 00:00:54.960000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,32,63,Pro Cup,False,"Albert Costa, Mirko Bortolotti, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:18.912,0 days 00:02:18.912000,185,1:12.081,0 days 00:01:12.081000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,33,163,Silver Cup,False,"Baptiste Moulin, Mattia Michelotto, Marcus Paverud, Michael Dörrbecker",VSR,Lamborghini Huracan GT3 Evo,True,2:20.264,0 days 00:02:20.264000,185,1:14.184,0 days 00:01:14.184000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,34,56,Silver Cup,False,"Marius Nakken, Mauro Calamia, Giorgio Roda, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,2:19.747,0 days 00:02:19.747000,185,1:40.056,0 days 00:01:40.056000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,35,77,Gold Cup,False,"Ahmad Al Harthy, Sam de Haan, Alex MacDowall, Sandy Mitchell",Barwell Motorsport,Lamborghini Huracan GT3 Evo,True,2:19.087,0 days 00:02:19.087000,184,24.241,0 days 00:00:24.241000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,36,57,Gold Cup,False,"Jens Liebhauser, Russell Ward, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,True,2:19.270,0 days 00:02:19.270000,184,37.190,0 days 00:00:37.190000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,37,22,Silver Cup,False,"Dominik Fischli, Patrik Matthiesen, Vincent Andronaco, Joel Sturm",Allied Racing,Porsche 911 GT3-R (991.II),True,2:20.042,0 days 00:02:20.042000,184,46.341,0 days 00:00:46.341000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,38,34,Gold Cup,False,"Michael Dinan, Robby Foley, Richard Heistand, Jens Klingmann",Walkenhorst Motorsport,BMW M4 GT3,True,2:20.018,0 days 00:02:20.018000,184,1:15.614,0 days 00:01:15.614000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,39,39,Pro-Am Cup,False,"Piti Bhirombhakdi, Christophe Hamon, Tanard Sathienthirakul, Earl Bamber",Singha Racing Team TP 12,Porsche 911 GT3-R (991.II),True,2:20.296,0 days 00:02:20.296000,184,2:09.169,0 days 00:02:09.169000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,40,159,Silver Cup,False,"James Baldwin, Vargas Manuel Maldonado, Ethan Simioni, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,True,2:19.795,0 days 00:02:19.795000,183,1:18.559,0 days 00:01:18.559000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,41,7,Gold Cup,False,"Brendan Iribe, Sebastian Priaulx, Oliver Millroy, Frederik Schandorff",Inception Racing,McLaren 720S GT3,True,2:20.160,0 days 00:02:20.160000,183,42.910,0 days 00:00:42.910000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,42,75,Pro-Am Cup,False,"Dominik Baumann, Martin Konrad, Kenny Habul, Philip Ellis",SunEnergy1- by SPS,Mercedes-AMG GT3,True,2:20.321,0 days 00:02:20.321000,183,2:10.772,0 days 00:02:10.772000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,43,8,Gold Cup,False,"Nicolas Gomar, Ruben del Sarte, Loris Cabirou, Mike Parisy",AGS Events,Lamborghini Huracan GT3 Evo,True,2:21.406,0 days 00:02:21.406000,183,2:11.877,0 days 00:02:11.877000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,44,44,Gold Cup,False,"Patrick Assenheimer, Michael Blanchemain, Axel Blom, Jim Pla",GetSpeed,Mercedes-AMG GT3,True,2:18.764,0 days 00:02:18.764000,182,1:54.427,0 days 00:01:54.427000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,45,33,Gold Cup,False,"Arnold Robin, Ryuichiro Tomita, Ulysse De Pauw, Maxime Robin",Team WRT,Audi R8 LMS evo II GT3,True,2:19.941,0 days 00:02:19.941000,181,55.771,0 days 00:00:55.771000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,46,27,Silver Cup,False,"Max Weering, Isaac Tutumlu Lopez, Taylor Cooke, Brandon Leitch",Leipert Motorsport,Lamborghini Huracan GT3 Evo,True,2:20.471,0 days 00:02:20.471000,180,15.979,0 days 00:00:15.979000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,47,21,Gold Cup,False,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan, David Perel",AF Corse,Ferrari 488 GT3,True,2:20.289,0 days 00:02:20.289000,180,1:53.298,0 days 00:01:53.298000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,48,911,Gold Cup,False,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),True,2:19.630,0 days 00:02:19.630000,180,2:14.174,0 days 00:02:14.174000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,49,35,Bronze Cup,False,"Henry Walkenhorst, Jörg Breuer, Donald Yount, Theo Oeverhaus",Walkenhorst Motorsport,BMW M4 GT3,True,2:21.179,0 days 00:02:21.179000,179,49.020,0 days 00:00:49.020000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,50,16,Pro-Am Cup,False,"Adrian Henry de Silva, Stephen Grove, Brenton Grove, Matthew Payne",Earl Bamber Motorsport,Porsche 911 GT3-R (991.II),True,2:21.033,0 days 00:02:21.033000,179,1:43.474,0 days 00:01:43.474000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,51,87,Silver Cup,False,"Casper Stevenson, Tommaso Mosca, Thomas Drouet",AKKODIS ASP Team,Mercedes-AMG GT3,True,2:19.432,0 days 00:02:19.432000,177,1:16.178,0 days 00:01:16.178000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,52,20,Bronze Cup,False,"Tim Müller, George Kurtz, Valentin Pierburg, Reema Juffali",SPS automotive performance,Mercedes-AMG GT3,True,2:22.877,0 days 00:02:22.877000,177,1:56.805,0 days 00:01:56.805000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,53,54,Pro Cup,False,"Klaus Bachler, Come Ledogar, Thomas Preining",Dinamic Motorsport,Porsche 911 GT3-R (991.II),True,2:18.974,0 days 00:02:18.974000,176,24:53.600,0 days 00:24:53.600000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,54,3,Silver Cup,False,"Jeffrey Kingsley, Valdemar Eriksen, Sebastien Baud",GetSpeed,Mercedes-AMG GT3,True,2:20.024,0 days 00:02:20.024000,171,59.527,0 days 00:00:59.527000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,55,28,Silver Cup,False,"Samantha Tan, Maxime Oosten, Nick Wittmer, Harry Gottsacker",Samantha Tan Racing,BMW M4 GT3,True,2:21.024,0 days 00:02:21.024000,170,1:34.579,0 days 00:01:34.579000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,56,31,Silver Cup,False,"Diego Menchaca, Lewis Proctor, Finlay Hutchison",Team WRT,Audi R8 LMS evo II GT3,True,2:20.756,0 days 00:02:20.756000,163,1:44.420,0 days 00:01:44.420000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,57,11,Silver Cup,False,"Daniele Di Amato, Lorenzo Patrese, Alberto di Folco, Pierre Alexandre Jean",Tresor by Car Collection,Audi R8 LMS evo II GT3,True,2:19.554,0 days 00:02:19.554000,162,1:05:12.634,0 days 01:05:12.634000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,58,107,Gold Cup,False,"Nigel Bailly, Stephane Lemeret, Antonin Borga, Maxime Soulet",CMR,Bentley Continental GT3,True,2:19.902,0 days 00:02:19.902000,160,1:32.848,0 days 00:01:32.848000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,59,23,Pro Cup,False,"Ross Gunn, Alex Riberas, Charlie Eastwood",Heart of Racing with TF Sport,Aston Martin Vantage AMR GT3,True,2:19.803,0 days 00:02:19.803000,154,1:05.210,0 days 00:01:05.210000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,60,10,Gold Cup,False,"Karim Ojjeh, Benjamin Lessennes, Antoine Leclerc, Adam Eteki",Boutsen Racing,Audi R8 LMS evo II GT3,True,2:19.907,0 days 00:02:19.907000,153,47:15.409,0 days 00:47:15.409000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,61,9,Pro-Am Cup,False,"Antares Au, Kevin Tse, Dylan Pereira, Jaxon Evans",Herberth Motorsport,Porsche 911 GT3-R (991.II),True,2:19.742,0 days 00:02:19.742000,100,1:23:58.459,0 days 01:23:58.459000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,62,12,Pro Cup,False,"Luca Ghiotto, Christopher Haase, Mattia Drudi",Audi Sport Team Tresor,Audi R8 LMS evo II GT3,True,2:18.724,0 days 00:02:18.724000,92,3:45:53.072,0 days 03:45:53.072000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,63,777,Silver Cup,False,"Al Faisal Al Zubair, Axcil Jefferies, Daniel Morad, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,True,2:19.448,0 days 00:02:19.448000,58,5:28:34.427,0 days 05:28:34.427000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,64,97,Silver Cup,False,"David Pittard, Charlie Fagg, Theo Nouet, Roman de Angelis",Beechdean AMR,Aston Martin Vantage AMR GT3,True,2:20.980,0 days 00:02:20.980000,57,5:31:49.261,0 days 05:31:49.261000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,65,91,Gold Cup,False,"Alex Malykhin, Julien Apotheloz, Florian Latorre, Ayhancan Güven",Allied Racing,Porsche 911 GT3-R (991.II),True,2:21.279,0 days 00:02:21.279000,57,5:28:54.302,0 days 05:28:54.302000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 8 hours,66,26,Silver Cup,False,"Aurelien Panis, Cesar Gazeau, Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,True,2:19.667,0 days 00:02:19.667000,38,6:27:57.909,0 days 06:27:57.909000,True
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,1,88,Pro Cup,False,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,True,2:18.629,0 days 00:02:18.629000,208,0.000,0 days 00:00:00,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,2,221,Pro Cup,False,"Richard Lietz, Michael Christensen, Kevin Estre",GPX Martini Racing,Porsche 911 GT3-R (991.II),True,2:18.789,0 days 00:02:18.789000,208,4.399,0 days 00:00:04.399000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,3,71,Pro Cup,False,"Antonio Fuoco, Daniel Serra, Davide Rigon",Iron Lynx,Ferrari 488 GT3,True,2:19.039,0 days 00:02:19.039000,208,5.198,0 days 00:00:05.198000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,4,98,Pro Cup,False,"Nicky Catsburg, Augusto Farfus, Nick Yelloly",Rowe Racing,BMW M4 GT3,True,2:19.020,0 days 00:02:19.020000,208,9.581,0 days 00:00:09.581000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,5,47,Pro Cup,False,"Dennis Olsen, Nick Tandy, Laurens Vanthoor",KCMG,Porsche 911 GT3-R (991.II),True,2:18.778,0 days 00:02:18.778000,208,13.204,0 days 00:00:13.204000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,6,51,Pro Cup,False,"Miguel Molina, James Calado, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,True,2:18.590,0 days 00:02:18.590000,208,15.439,0 days 00:00:15.439000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,7,55,Pro Cup,False,"Maro Engel, Maxi Buhk, Mikael Grenier",AMG Team GruppeM Racing,Mercedes-AMG GT3,True,2:18.928,0 days 00:02:18.928000,208,17.421,0 days 00:00:17.421000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,8,25,Pro Cup,False,"Christopher Mies, Lucas Legeret, Patric Niederhauser",Audi Sport Team Sainteloc Racing,Audi R8 LMS evo II GT3,True,2:18.366,0 days 00:02:18.366000,208,19.058,0 days 00:00:19.058000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,9,2,Pro Cup,False,"Luca Stolz, Steijn Schothorst, Maxi Götz",AMG Team GetSpeed,Mercedes-AMG GT3,True,2:18.662,0 days 00:02:18.662000,208,19.766,0 days 00:00:19.766000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,10,50,Pro Cup,False,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,True,2:19.200,0 days 00:02:19.200000,208,25.526,0 days 00:00:25.526000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,11,38,Pro Cup,False,"Marvin Kirchhöfer, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,True,2:19.058,0 days 00:02:19.058000,208,26.269,0 days 00:00:26.269000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,12,95,Pro Cup,False,"Maxime Martin, Marco Sorensen, Nicki Thiim",Beechdean AMR,Aston Martin Vantage AMR GT3,True,2:19.509,0 days 00:02:19.509000,208,26.778,0 days 00:00:26.778000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,13,46,Pro Cup,False,"Valentino Rossi, Frederic Vervisch, Nico Müller",Audi Sport Team WRT,Audi R8 LMS evo II GT3,True,2:19.501,0 days 00:02:19.501000,208,28.808,0 days 00:00:28.808000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,14,74,Pro Cup,False,"Felipe Nasr, Matt Campbell, Mathieu Jaminet",EMA Motorsport,Porsche 911 GT3-R (991.II),True,2:19.286,0 days 00:02:19.286000,208,30.607,0 days 00:00:30.607000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,15,4,Silver Cup,False,"Jannes Fittje, Jordan Love, Alain Valente, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3,True,2:20.235,0 days 00:02:20.235000,208,36.906,0 days 00:00:36.906000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,16,14,Silver Cup,False,"Tuomas Tujula, Stuart White, Konsta Lappalainen",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:19.351,0 days 00:02:19.351000,207,5.720,0 days 00:00:05.720000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,17,90,Silver Cup,False,"Sean Walkinshaw, Oscar Tunjo, Patrick Kujala, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,True,2:19.381,0 days 00:02:19.381000,207,13.868,0 days 00:00:13.868000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,18,30,Silver Cup,False,"Jean-Baptiste Simmenauer, Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,True,2:19.860,0 days 00:02:19.860000,207,14.235,0 days 00:00:14.235000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,19,32,Pro Cup,False,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Audi Sport Team WRT,Audi R8 LMS evo II GT3,True,2:19.024,0 days 00:02:19.024000,207,14.739,0 days 00:00:14.739000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,20,6,Pro Cup,False,"Jordan Pepper, Andrea Caldarelli, Marco Mapelli",Orange1 KPAX Racing,Lamborghini Huracan GT3 Evo,True,2:19.021,0 days 00:02:19.021000,207,21.912,0 days 00:00:21.912000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,21,19,Pro Cup,False,"Leo Roussel, Arthur Rougier, Giacomo Altoe",Emil Frey Racing,Lamborghini Huracan GT3 Evo,True,2:18.750,0 days 00:02:18.750000,207,24.810,0 days 00:00:24.810000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,22,5,Gold Cup,False,"Gabriele Piana, Florian Scholze, Hubert Haupt, Arjun Maini",Haupt Racing Team,Mercedes-AMG GT3,True,2:19.479,0 days 00:02:19.479000,207,25.843,0 days 00:00:25.843000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,23,100,Pro Cup,False,"Julien Andlauer, Marvin Dienst, Sven Müller",Toksport WRT,Porsche 911 GT3-R (991.II),True,2:19.096,0 days 00:02:19.096000,207,27.568,0 days 00:00:27.568000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,24,99,Silver Cup,False,"Marius Zug, Juuso Puhakka, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,True,2:19.930,0 days 00:02:19.930000,207,37.518,0 days 00:00:37.518000,False
2022,TotalEnergies 24 Hours of Spa,Main Race after 9 hours,25,83,Gold Cup,False,"Doriane Pin, Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,True,2:19.859,0 days 00:02:19.859000,207,38.354,0 days 00:00:38.354000,False
